Mod:Item:MetaData, Localized Name
gregtech:gt.blockmachines:5654, gt.blockmachines.gt_pipe_nickel_huge.name
gregtech:gt.blockmachines:5655, gt.blockmachines.gt_pipe_restrictive_nickel.name
gregtech:gt.blockmachines:5656, gt.blockmachines.gt_pipe_restrictive_nickel_large.name
gregtech:gt.blockmachines:5657, gt.blockmachines.gt_pipe_restrictive_nickel_huge.name
gregtech:gt.blockmachines:5658, gt.blockmachines.gt_pipe_cobalt.name
gregtech:gt.blockmachines:5659, gt.blockmachines.gt_pipe_cobalt_large.name
gregtech:gt.blockmachines:5660, gt.blockmachines.gt_pipe_cobalt_huge.name
gregtech:gt.blockmachines:5661, gt.blockmachines.gt_pipe_restrictive_cobalt.name
gregtech:gt.blockmachines:5662, gt.blockmachines.gt_pipe_restrictive_cobalt_large.name
gregtech:gt.blockmachines:5663, gt.blockmachines.gt_pipe_restrictive_cobalt_huge.name
gregtech:gt.blockmachines:5664, gt.blockmachines.gt_pipe_aluminium.name
gregtech:gt.blockmachines:5665, gt.blockmachines.gt_pipe_aluminium_large.name
gregtech:gt.blockmachines:5666, gt.blockmachines.gt_pipe_aluminium_huge.name
gregtech:gt.blockmachines:5667, gt.blockmachines.gt_pipe_restrictive_aluminium.name
gregtech:gt.blockmachines:5668, gt.blockmachines.gt_pipe_restrictive_aluminium_large.name
gregtech:gt.blockmachines:5669, gt.blockmachines.gt_pipe_restrictive_aluminium_huge.name
gregtech:gt.blockmachines:9230, gt.blockmachines.automation.chestbuffer.tier.00.name
gregtech:gt.blockmachines:9231, gt.blockmachines.automation.chestbuffer.tier.01.name
gregtech:gt.blockmachines:9232, gt.blockmachines.automation.chestbuffer.tier.02.name
gregtech:gt.blockmachines:9233, gt.blockmachines.automation.chestbuffer.tier.03.name
gregtech:gt.blockmachines:9234, gt.blockmachines.automation.chestbuffer.tier.04.name
gregtech:gt.blockmachines:9235, gt.blockmachines.automation.chestbuffer.tier.05.name
gregtech:gt.blockmachines:9236, gt.blockmachines.automation.chestbuffer.tier.06.name
gregtech:gt.blockmachines:9237, gt.blockmachines.automation.chestbuffer.tier.07.name
gregtech:gt.blockmachines:9238, gt.blockmachines.automation.chestbuffer.tier.08.name
gregtech:gt.blockmachines:9239, gt.blockmachines.automation.chestbuffer.tier.09.name
gregtech:gt.blockmachines:9240, gt.blockmachines.automation.filter.tier.00.name
gregtech:gt.blockmachines:9241, gt.blockmachines.automation.filter.tier.01.name
gregtech:gt.blockmachines:9242, gt.blockmachines.automation.filter.tier.02.name
gregtech:gt.blockmachines:9243, gt.blockmachines.automation.filter.tier.03.name
gregtech:gt.blockmachines:9244, gt.blockmachines.automation.filter.tier.04.name
gregtech:gt.blockmachines:9245, gt.blockmachines.automation.filter.tier.05.name
gregtech:gt.blockmachines:9246, gt.blockmachines.automation.filter.tier.06.name
gregtech:gt.blockmachines:9247, gt.blockmachines.automation.filter.tier.07.name
gregtech:gt.blockmachines:9248, gt.blockmachines.automation.filter.tier.08.name
gregtech:gt.blockmachines:9249, gt.blockmachines.automation.filter.tier.09.name
gregtech:gt.blockmachines:9250, gt.blockmachines.automation.typefilter.tier.00.name
gregtech:gt.blockmachines:9251, gt.blockmachines.automation.typefilter.tier.01.name
gregtech:gt.blockmachines:9252, gt.blockmachines.automation.typefilter.tier.02.name
gregtech:gt.blockmachines:9253, gt.blockmachines.automation.typefilter.tier.03.name
gregtech:gt.blockmachines:9254, gt.blockmachines.automation.typefilter.tier.04.name
gregtech:gt.blockmachines:9255, gt.blockmachines.automation.typefilter.tier.05.name
gregtech:gt.blockmachines:9256, gt.blockmachines.automation.typefilter.tier.06.name
gregtech:gt.blockmachines:9257, gt.blockmachines.automation.typefilter.tier.07.name
gregtech:gt.blockmachines:9258, gt.blockmachines.automation.typefilter.tier.08.name
gregtech:gt.blockmachines:9259, gt.blockmachines.automation.typefilter.tier.09.name
gregtech:gt.blockmachines:9270, gt.blockmachines.automation.regulator.tier.00.name
gregtech:gt.blockmachines:9271, gt.blockmachines.automation.regulator.tier.01.name
gregtech:gt.blockmachines:9272, gt.blockmachines.automation.regulator.tier.02.name
gregtech:gt.blockmachines:9273, gt.blockmachines.automation.regulator.tier.03.name
gregtech:gt.blockmachines:9274, gt.blockmachines.automation.regulator.tier.04.name
gregtech:gt.blockmachines:9275, gt.blockmachines.automation.regulator.tier.05.name
gregtech:gt.blockmachines:9276, gt.blockmachines.automation.regulator.tier.06.name
gregtech:gt.blockmachines:9277, gt.blockmachines.automation.regulator.tier.07.name
gregtech:gt.blockmachines:9278, gt.blockmachines.automation.regulator.tier.08.name
gregtech:gt.blockmachines:9279, gt.blockmachines.automation.regulator.tier.09.name
gregtech:gt.blockmachines:9300, gt.blockmachines.automation.superbuffer.tier.00.name
gregtech:gt.blockmachines:9301, gt.blockmachines.automation.superbuffer.tier.01.name
gregtech:gt.blockmachines:9302, gt.blockmachines.automation.superbuffer.tier.02.name
gregtech:gt.blockmachines:9303, gt.blockmachines.automation.superbuffer.tier.03.name
gregtech:gt.blockmachines:9304, gt.blockmachines.automation.superbuffer.tier.04.name
gregtech:gt.blockmachines:9305, gt.blockmachines.automation.superbuffer.tier.05.name
gregtech:gt.blockmachines:9306, gt.blockmachines.automation.superbuffer.tier.06.name
gregtech:gt.blockmachines:9307, gt.blockmachines.automation.superbuffer.tier.07.name
gregtech:gt.blockmachines:9308, gt.blockmachines.automation.superbuffer.tier.08.name
gregtech:gt.blockmachines:9309, gt.blockmachines.automation.superbuffer.tier.09.name
gregtech:gt.blockmachines:9320, gt.blockmachines.automation.itemdistributor.tier.00.name
gregtech:gt.blockmachines:9321, gt.blockmachines.automation.itemdistributor.tier.01.name
gregtech:gt.blockmachines:9322, gt.blockmachines.automation.itemdistributor.tier.02.name
gregtech:gt.blockmachines:9323, gt.blockmachines.automation.itemdistributor.tier.03.name
gregtech:gt.blockmachines:9324, gt.blockmachines.automation.itemdistributor.tier.04.name
gregtech:gt.blockmachines:9325, gt.blockmachines.automation.itemdistributor.tier.05.name
gregtech:gt.blockmachines:9326, gt.blockmachines.automation.itemdistributor.tier.06.name
gregtech:gt.blockmachines:9327, gt.blockmachines.automation.itemdistributor.tier.07.name
gregtech:gt.blockmachines:9328, gt.blockmachines.automation.itemdistributor.tier.08.name
gregtech:gt.blockmachines:9329, gt.blockmachines.automation.itemdistributor.tier.09.name
gregtech:gt.blockmachines:9330, gt.blockmachines.machine.debug.lagcreator.name
gregtech:gt.blockmachines:12183, gt.blockmachines.basicmachine.d_transformer.tier.04.name
gregtech:gt.blockmachines:12184, gt.blockmachines.basicmachine.d_transformer.tier.05.name
gregtech:gt.blockmachines:12185, gt.blockmachines.basicmachine.d_transformer.tier.06.name
gregtech:gt.blockmachines:12186, gt.blockmachines.basicmachine.d_transformer.tier.07.name
gregtech:gt.blockmachines:12187, gt.blockmachines.basicmachine.d_transformer.tier.08.name
gregtech:gt.blockmachines:12188, gt.blockmachines.basicmachine.d_transformer.tier.09.name
gregtech:gt.blockmachines:12189, gt.blockmachines.basicmachine.well.name
gregtech:gt.blockmachines:12190, gt.blockmachines.multimachine.multi.waterpump.0.name
gregtech:gt.blockmachines:12191, gt.blockmachines.multimachine.multi.waterpump.1.name
gregtech:gt.blockmachines:12192, gt.blockmachines.multimachine.multi.waterpump.2.name
gregtech:gt.blockmachines:12193, gt.blockmachines.multimachine.multi.waterpump.3.name
gregtech:gt.blockmachines:12194, gt.blockmachines.multimachine.multi.waterpump.4.name
gregtech:gt.blockmachines:12195, gt.blockmachines.multimachine.multi.waterpump.5.name
gregtech:gt.blockmachines:12196, gt.blockmachines.basicmachine.creative.tileaccelerator.name
gregtech:gt.blockgranites:0, gt.blockgranites.0.name
gregtech:gt.blockgranites:1, gt.blockgranites.1.name
gregtech:gt.blockgranites:2, gt.blockgranites.2.name
gregtech:gt.blockgranites:3, gt.blockgranites.3.name
gregtech:gt.blockgranites:4, gt.blockgranites.4.name
gregtech:gt.blockgranites:5, gt.blockgranites.5.name
gregtech:gt.blockgranites:6, gt.blockgranites.6.name
gregtech:gt.blockgranites:7, gt.blockgranites.7.name
gregtech:gt.blockgranites:8, gt.blockgranites.8.name
gregtech:gt.blockgranites:9, gt.blockgranites.9.name
gregtech:gt.blockgranites:10, gt.blockgranites.10.name
gregtech:gt.blockgranites:11, gt.blockgranites.11.name
gregtech:gt.blockgranites:12, gt.blockgranites.12.name
gregtech:gt.blockgranites:13, gt.blockgranites.13.name
gregtech:gt.blockgranites:14, gt.blockgranites.14.name
gregtech:gt.blockgranites:15, gt.blockgranites.15.name
gregtech:gt.blockconcretes:0, gt.blockconcretes.0.name
gregtech:gt.blockconcretes:1, gt.blockconcretes.1.name
gregtech:gt.blockconcretes:2, gt.blockconcretes.2.name
gregtech:gt.blockconcretes:3, gt.blockconcretes.3.name
gregtech:gt.blockconcretes:4, gt.blockconcretes.4.name
gregtech:gt.blockconcretes:5, gt.blockconcretes.5.name
gregtech:gt.blockconcretes:6, gt.blockconcretes.6.name
gregtech:gt.blockconcretes:7, gt.blockconcretes.7.name
gregtech:gt.blockconcretes:8, gt.blockconcretes.8.name
gregtech:gt.blockconcretes:9, gt.blockconcretes.9.name
gregtech:gt.blockconcretes:10, gt.blockconcretes.10.name
gregtech:gt.blockconcretes:11, gt.blockconcretes.11.name
gregtech:gt.blockconcretes:12, gt.blockconcretes.12.name
gregtech:gt.blockconcretes:13, gt.blockconcretes.13.name
gregtech:gt.blockconcretes:14, gt.blockconcretes.14.name
gregtech:gt.blockconcretes:15, gt.blockconcretes.15.name
gregtech:gt.blockstones:0, gt.blockstones.0.name
gregtech:gt.blockstones:1, gt.blockstones.1.name
gregtech:gt.blockstones:2, gt.blockstones.2.name
gregtech:gt.blockstones:3, gt.blockstones.3.name
gregtech:gt.blockstones:4, gt.blockstones.4.name
gregtech:gt.blockstones:5, gt.blockstones.5.name
gregtech:gt.blockstones:6, gt.blockstones.6.name
gregtech:gt.blockstones:7, gt.blockstones.7.name
gregtech:gt.blockstones:8, gt.blockstones.8.name
gregtech:gt.blockstones:9, gt.blockstones.9.name
gregtech:gt.blockstones:10, gt.blockstones.10.name
gregtech:gt.blockstones:11, gt.blockstones.11.name
gregtech:gt.blockstones:12, gt.blockstones.12.name
gregtech:gt.blockstones:13, gt.blockstones.13.name
gregtech:gt.blockstones:14, gt.blockstones.14.name
gregtech:gt.blockstones:15, gt.blockstones.15.name
IronChest:BlockIronChest:0, Iron Chest
IronChest:BlockIronChest:1, Gold Chest
IronChest:BlockIronChest:2, Diamond Chest
IronChest:BlockIronChest:3, Copper Chest
IronChest:BlockIronChest:4, Silver Chest
IronChest:BlockIronChest:5, Crystal Chest
IronChest:BlockIronChest:6, Obsidian Chest
IronChest:BlockIronChest:7, DirtChest 9000!
JABBA:barrel, Better Barrel
lootbags:loot_recycler, Loot Recycler
SGCraft:stargateRing:0, Stargate Ring Block
SGCraft:stargateRing:1, Stargate Chevron Block
SGCraft:stargateBase, Stargate Base
SGCraft:stargateController, Stargate Controller
SGCraft:naquadahBlock, Naquadah Alloy Block
SGCraft:naquadahOre, Naquadah Ore
SGCraft:ic2PowerUnit, IC2 Stargate Power Unit
minecraft:record_13, Music Disc
minecraft:record_cat, Music Disc
minecraft:record_blocks, Music Disc
minecraft:record_chirp, Music Disc
minecraft:record_far, Music Disc
minecraft:record_mall, Music Disc
minecraft:record_mellohi, Music Disc
minecraft:record_stal, Music Disc
minecraft:record_strad, Music Disc
minecraft:record_ward, Music Disc
minecraft:record_11, Music Disc
minecraft:record_wait, Music Disc
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Certus Quartz Cutting Knife
appliedenergistics2:item.ToolEntropyManipulator, Entropy Manipulator
appliedenergistics2:item.ToolWirelessTerminal, Wireless Terminal
appliedenergistics2:item.ToolBiometricCard, Biometric Card
appliedenergistics2:item.ToolChargedStaff, Charged Staff
appliedenergistics2:item.ToolMassCannon, Matter Cannon
appliedenergistics2:item.ToolMemoryCard, Memory Card
appliedenergistics2:item.ToolNetworkTool, Network Tool
appliedenergistics2:item.ToolPortableCell, Portable Cell
appliedenergistics2:item.ItemCreativeStorageCell, Creative ME Storage Cell
appliedenergistics2:item.ItemViewCell, View Cell
appliedenergistics2:item.ItemBasicStorageCell.1k, 1k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.4k, 4k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.16k, 16k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.64k, 64k ME Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ Spatial Storage Cell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Podzol
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Gold
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moss Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Melon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Emerald
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.buildToolBlock.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreCopper
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreTin
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreUran
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreLead
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockAlloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockBasalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalCopper
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalTin
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalBronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalUranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalLead
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalAdvIron
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockITNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Apatite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Apatite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Creosote Wood Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Sandy Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Block
